"model","ISO","intercept","slope"
"BCC-CSM2-MR","AFG",-11.3174435386009,1.48703553715252
"BCC-CSM2-MR","AGO",6.88809002640556,1.00573688852563
"BCC-CSM2-MR","ALB",-9.3128813143394,1.43014594569799
"BCC-CSM2-MR","ARE",13.4275065811579,0.945918540401957
"BCC-CSM2-MR","ARG",2.15518668389258,0.990666001293813
"BCC-CSM2-MR","ARM",-14.7888869026267,1.49953535733866
"BCC-CSM2-MR","ATA",-273.150000000314,1.90900447756512e-11
"BCC-CSM2-MR","ATF",-273.150000000314,1.90900447756512e-11
"BCC-CSM2-MR","AUS",4.00148600032781,0.86112141117634
"BCC-CSM2-MR","AUT",-15.411573359523,1.49477554934785
"BCC-CSM2-MR","AZE",-7.41793129054891,1.35055935694278
"BCC-CSM2-MR","BDI",2.43974357831695,1.16632134310604
"BCC-CSM2-MR","BEL",-8.3533885214435,1.2046730660242
"BCC-CSM2-MR","BEN",12.4283908919369,0.961482992893229
"BCC-CSM2-MR","BFA",11.0104684432962,1.12454003975381
"BCC-CSM2-MR","BGD",11.3310649340269,0.927583293788152
"BCC-CSM2-MR","BGR",-13.0147634221927,1.53026206566057
"BCC-CSM2-MR","BHS",12.6750021130548,0.769354863183754
"BCC-CSM2-MR","BIH",-13.7959202624729,1.52833540323506
"BCC-CSM2-MR","BLR",-20.1264599350939,1.69591568069587
"BCC-CSM2-MR","BLZ",12.4601595317993,0.883934391241237
"BCC-CSM2-MR","BOL",-4.97615813252913,1.30972046887197
"BCC-CSM2-MR","BRA",6.91619749799401,1.06102302899786
"BCC-CSM2-MR","BRN",13.2283711919456,0.885733069592566
"BCC-CSM2-MR","BTN",-2.77562175378645,1.05809146445568
"BCC-CSM2-MR","BWA",2.281124273247,1.21805694313427
"BCC-CSM2-MR","CAF",9.07326613213752,1.08758461262212
"BCC-CSM2-MR","CAN",-20.2045767851079,1.72629081994988
"BCC-CSM2-MR","CHE",-14.045890991606,1.41309981607795
"BCC-CSM2-MR","CHL",-1.49755679632469,0.920626492175333
"BCC-CSM2-MR","CHN",-4.06974541976678,1.27357871845493
"BCC-CSM2-MR","CIV",11.7762511045641,0.9479591658509
"BCC-CSM2-MR","CMR",8.06334418556244,1.07649189744464
"BCC-CSM2-MR","COD",7.37933709867001,1.07618809152604
"BCC-CSM2-MR","COG",9.36734069666334,1.00914331628327
"BCC-CSM2-MR","COL",2.29999311575871,1.16293999706628
"BCC-CSM2-MR","CRI",8.75624107605617,0.821672960608504
"BCC-CSM2-MR","CUB",13.2109297413307,0.813288554030444
"BCC-CSM2-MR","CYN",3.72217339668527,1.07945967338881
"BCC-CSM2-MR","CYP",3.81376609869601,1.05661105446992
"BCC-CSM2-MR","CZE",-14.7902999086687,1.46831889355849
"BCC-CSM2-MR","DEU",-11.3718324325759,1.32318539574775
"BCC-CSM2-MR","DJI",12.1853885451424,1.03796870555712
"BCC-CSM2-MR","DNK",-10.1889823776243,1.20437839507825
"BCC-CSM2-MR","DOM",12.7731228690721,0.775178250377499
"BCC-CSM2-MR","DZA",-3.89023383256621,1.37482540046173
"BCC-CSM2-MR","ECU",3.43389858959874,1.00133780793514
"BCC-CSM2-MR","EGY",4.8073751917846,1.13599484888694
"BCC-CSM2-MR","ERI",5.6432800916983,1.15698584575328
"BCC-CSM2-MR","ESP",-4.75472582227041,1.2804542349495
"BCC-CSM2-MR","EST",-22.0120352957017,1.74167373673729
"BCC-CSM2-MR","ETH",2.74222966438893,1.09267810320769
"BCC-CSM2-MR","FIN",-24.9175516458688,1.84261183266079
"BCC-CSM2-MR","FJI",13.9663306524982,0.694367565156761
"BCC-CSM2-MR","FLK",-2.61441888579482,0.617268554161263
"BCC-CSM2-MR","FRA",-8.50636722066726,1.29252926498298
"BCC-CSM2-MR","GAB",10.4772022738777,0.953064268741521
"BCC-CSM2-MR","GBR",-5.43649606755419,1.00002107366565
"BCC-CSM2-MR","GEO",-10.9760192514337,1.39627868406537
"BCC-CSM2-MR","GHA",12.484337358753,0.93809378906827
"BCC-CSM2-MR","GIN",10.5696278569992,0.993274034968909
"BCC-CSM2-MR","GMB",12.6156248771776,0.948931400205406
"BCC-CSM2-MR","GNB",14.6072919405078,0.859918287539533
"BCC-CSM2-MR","GNQ",10.8863518282907,0.888955638187017
"BCC-CSM2-MR","GRC",-3.92575550718584,1.27645404006275
"BCC-CSM2-MR","GRL",-12.1106506347596,0.648580466323767
"BCC-CSM2-MR","GTM",4.67335566731086,1.03676620480366
"BCC-CSM2-MR","GUY",12.4459653008541,0.890513637766901
"BCC-CSM2-MR","HND",8.98019614808287,0.943819299687361
"BCC-CSM2-MR","HRV",-12.0612544516831,1.5258182169677
"BCC-CSM2-MR","HTI",13.5336903934347,0.758947731942623
"BCC-CSM2-MR","HUN",-13.6626869578439,1.55144101101163
"BCC-CSM2-MR","IDN",13.3657722463658,0.819356141654553
"BCC-CSM2-MR","IND",10.0899692869508,1.00394509144521
"BCC-CSM2-MR","IRL",-3.0476670977299,0.840307855110985
"BCC-CSM2-MR","IRN",-5.79619028779797,1.38493922553487
"BCC-CSM2-MR","IRQ",1.23642759009143,1.47765323669791
"BCC-CSM2-MR","ISL",-12.0960729734608,1.04438691469839
"BCC-CSM2-MR","ISR",3.32359659640903,1.09794560201061
"BCC-CSM2-MR","ITA",-7.74583515993572,1.38343175501452
"BCC-CSM2-MR","JAM",14.6217136381802,0.721761229167915
"BCC-CSM2-MR","JOR",0.204425329507246,1.1975139593979
"BCC-CSM2-MR","JPN",-3.57942527647509,1.19227004905231
"BCC-CSM2-MR","KAZ",-18.6763045197632,1.64144429399645
"BCC-CSM2-MR","KEN",5.61509709487589,0.992836436727671
"BCC-CSM2-MR","KGZ",-15.7186503913383,1.47401523406726
"BCC-CSM2-MR","KHM",14.4639160195426,0.908185548279202
"BCC-CSM2-MR","KOR",-8.01072676764542,1.3546701544427
"BCC-CSM2-MR","KOS",-13.7505558321819,1.54272875687933
"BCC-CSM2-MR","KWT",6.11412799979872,1.28937969741403
"BCC-CSM2-MR","LAO",9.43607238712139,0.981152646385064
"BCC-CSM2-MR","LBN",-1.16844989395951,1.15386691874129
"BCC-CSM2-MR","LBR",12.1644414292131,0.86917100535693
"BCC-CSM2-MR","LBY",2.86077418847189,1.15059485455638
"BCC-CSM2-MR","LKA",14.2776317024662,0.767363386207587
"BCC-CSM2-MR","LSO",-7.32353101002752,1.29268905777769
"BCC-CSM2-MR","LTU",-18.7580815614198,1.61385800526911
"BCC-CSM2-MR","LUX",-11.5275578534488,1.33405137767185
"BCC-CSM2-MR","LVA",-19.4817898904555,1.63880669024198
"BCC-CSM2-MR","MAR",-1.10611337205968,1.24411285934783
"BCC-CSM2-MR","MDA",-16.0852134397318,1.65872081042587
"BCC-CSM2-MR","MDG",7.7295817051909,0.861646310936591
"BCC-CSM2-MR","MEX",2.34646849593903,1.11543299216957
"BCC-CSM2-MR","MKD",-13.1627664532321,1.53323124322724
"BCC-CSM2-MR","MLI",10.7025590809623,1.15068504588455
"BCC-CSM2-MR","MMR",13.0272159048343,0.867504895544044
"BCC-CSM2-MR","MNE",-12.5365652147839,1.47575859510179
"BCC-CSM2-MR","MNG",-25.3298471658329,1.61450387052342
"BCC-CSM2-MR","MOZ",9.27201116070608,0.931942023197024
"BCC-CSM2-MR","MRT",11.6938284163439,1.11778453992084
"BCC-CSM2-MR","MWI",5.73419200813473,1.02603307142999
"BCC-CSM2-MR","MYS",12.6279337768569,0.918479478961133
"BCC-CSM2-MR","NAM",3.30336352319282,1.20047693039647
"BCC-CSM2-MR","NCL",11.9907728631135,0.684340047940565
"BCC-CSM2-MR","NER",12.0753118204474,1.07927360457119
"BCC-CSM2-MR","NGA",10.69445197285,1.0506568999418
"BCC-CSM2-MR","NIC",12.2918359713303,0.897658535474456
"BCC-CSM2-MR","NLD",-7.11002244098649,1.12191465120778
"BCC-CSM2-MR","NOR",-14.7405101997202,1.28904985494816
"BCC-CSM2-MR","NPL",3.48005360092203,1.0760374666468
"BCC-CSM2-MR","NZL",1.81389463185205,0.779637543037223
"BCC-CSM2-MR","OMN",12.1137457984218,0.992982624363801
"BCC-CSM2-MR","PAK",4.37036251823169,1.24373387618575
"BCC-CSM2-MR","PAN",13.9812619441329,0.772108497859394
"BCC-CSM2-MR","PER",-1.3119044261012,1.14572346568266
"BCC-CSM2-MR","PHL",14.3885990651538,0.78396920675973
"BCC-CSM2-MR","PNG",8.03651732923921,0.861813991397376
"BCC-CSM2-MR","POL",-14.9662976748839,1.47564056020456
"BCC-CSM2-MR","PRI",14.9588881712931,0.690647435966948
"BCC-CSM2-MR","PRK",-13.3970532091584,1.47689576392901
"BCC-CSM2-MR","PRT",-1.98763742692307,1.11530706014939
"BCC-CSM2-MR","PRY",3.42362480420922,1.25127935272646
"BCC-CSM2-MR","PSX",1.95356499970891,1.16698025266571
"BCC-CSM2-MR","QAT",9.65318202251437,1.13600394163497
"BCC-CSM2-MR","ROU",-14.7163949252471,1.58246418278217
"BCC-CSM2-MR","RUS",-23.4879487228461,1.79960940349756
"BCC-CSM2-MR","RWA",0.443747101447119,1.20165439455723
"BCC-CSM2-MR","SAH",2.11951490424888,1.37258079850079
"BCC-CSM2-MR","SAU",6.40778554384834,1.26833467971205
"BCC-CSM2-MR","SDN",11.3209955329854,1.12563274779519
"BCC-CSM2-MR","SDS",12.5116162879812,1.00424020930075
"BCC-CSM2-MR","SEN",12.5170262541598,0.970207914908377
"BCC-CSM2-MR","SLB",14.3670116665389,0.76469547039372
"BCC-CSM2-MR","SLE",11.6376075414396,0.943967715684492
"BCC-CSM2-MR","SLV",11.392651955636,0.941825437013444
"BCC-CSM2-MR","SOL",8.04048626331059,1.0370173923692
"BCC-CSM2-MR","SOM",13.5720064137352,0.897359295152389
"BCC-CSM2-MR","SRB",-12.8963629381276,1.5553003742558
"BCC-CSM2-MR","SUR",12.6661272720434,0.897478075674287
"BCC-CSM2-MR","SVK",-15.543787563731,1.53351753065332
"BCC-CSM2-MR","SVN",-13.8934998862176,1.52320592117517
"BCC-CSM2-MR","SWE",-16.3604856439061,1.44822897912563
"BCC-CSM2-MR","SWZ",2.73530716054782,1.08645392175238
"BCC-CSM2-MR","SYR",-2.27729369814132,1.32121782529455
"BCC-CSM2-MR","TCD",12.072952005036,1.05274824861742
"BCC-CSM2-MR","TGO",12.1141674849254,0.963843625725481
"BCC-CSM2-MR","THA",13.1451463890046,0.93416965132513
"BCC-CSM2-MR","TJK",-11.7954896376719,1.46594588909854
"BCC-CSM2-MR","TKM",-6.25957010513402,1.41462649025294
"BCC-CSM2-MR","TLS",12.6868733925466,0.768293559141549
"BCC-CSM2-MR","TTO",15.0514867551306,0.741993267786074
"BCC-CSM2-MR","TUN",-0.830943519287118,1.27711284686805
"BCC-CSM2-MR","TUR",-7.25135099136878,1.32663252054936
"BCC-CSM2-MR","TWN",8.88027727990473,0.890453331683037
"BCC-CSM2-MR","TZA",6.94705539718486,1.02938649882412
"BCC-CSM2-MR","UGA",5.87308264834019,1.07949881305676
"BCC-CSM2-MR","UKR",-17.1761084588494,1.6577226345632
"BCC-CSM2-MR","URY",3.94557002695514,0.863361195577759
"BCC-CSM2-MR","USA",-6.61034682902854,1.38740769626638
"BCC-CSM2-MR","UZB",-8.15748387174469,1.4298596431154
"BCC-CSM2-MR","VEN",10.3655223165803,0.963212772234304
"BCC-CSM2-MR","VNM",11.8758232059134,0.888886181519987
"BCC-CSM2-MR","VUT",14.8635707113357,0.669837967871044
"BCC-CSM2-MR","YEM",7.76194617584244,0.997733536490933
"BCC-CSM2-MR","ZAF",0.461180570184689,1.13359094033412
"BCC-CSM2-MR","ZMB",3.92786685920738,1.14825229790426
"BCC-CSM2-MR","ZWE",3.03584730224772,1.11065168680285
"CanESM5","AFG",-14.5382848854917,1.75235165862858
"CanESM5","AGO",5.68544178771087,1.11545047117943
"CanESM5","ALB",-5.43205459028646,1.25673899814824
"CanESM5","ARE",8.10331481027869,1.31922492541485
"CanESM5","ARG",3.97429265707762,0.900408355238089
"CanESM5","ARM",-16.0059258250813,1.62347614650511
"CanESM5","ATA",-273.150000000124,7.52283778956998e-12
"CanESM5","ATF",-273.150000000124,7.52283778956998e-12
"CanESM5","AUS",3.0979983370606,0.934655767386754
"CanESM5","AUT",-10.7429555323764,1.27213294980848
"CanESM5","AZE",-7.27221966968915,1.39454492795461
"CanESM5","BDI",5.61184361677624,0.989106086373255
"CanESM5","BEL",-6.24636119215899,1.12501316587577
"CanESM5","BEN",13.0276422640084,0.95048905006659
"CanESM5","BFA",14.722540293053,0.913374541304185
"CanESM5","BGD",9.74569315873881,1.05241907247788
"CanESM5","BGR",-8.12688623945818,1.29303900692183
"CanESM5","BHS",11.5263940339115,0.865870514292206
"CanESM5","BIH",-8.53620440008177,1.27017067937732
"CanESM5","BLR",-13.7400753627075,1.37793457041935
"CanESM5","BLZ",9.15557860865746,1.12333557096564
"CanESM5","BOL",-5.5843729889749,1.38616034439163
"CanESM5","BRA",6.15922602164096,1.13932195601302
"CanESM5","BRN",14.6333732373425,0.820678521587794
"CanESM5","BTN",-5.2322035418515,1.25244860280675
"CanESM5","BWA",1.00655117877688,1.3551842149849
"CanESM5","CAF",10.8386352925001,1.00908103293067
"CanESM5","CAN",-16.4151898290886,1.5539789788319
"CanESM5","CHE",-10.3576197064195,1.24229481356123
"CanESM5","CHL",-3.10316368221579,1.05700656870825
"CanESM5","CHN",-3.73669143576454,1.27456622011103
"CanESM5","CIV",11.9440930167678,0.965555917875994
"CanESM5","CMR",9.71809066954626,0.999270390296913
"CanESM5","COD",9.08984852187466,0.99710153375954
"CanESM5","COG",10.2520146176082,0.978963703591049
"CanESM5","COL",3.14773724046523,1.13403396378375
"CanESM5","CRI",7.12446870563006,0.949023175522724
"CanESM5","CUB",12.2444903561102,0.902112594029863
"CanESM5","CYN",4.54633982520495,1.06547821111203
"CanESM5","CYP",4.97860590423243,1.02151302267367
"CanESM5","CZE",-10.4259013702175,1.26820571347739
"CanESM5","DEU",-8.51751993835721,1.20517735936305
"CanESM5","DJI",9.50169886339834,1.24549717055213
"CanESM5","DNK",-7.94284632585468,1.11250406262494
"CanESM5","DOM",12.4235553264356,0.82706243878981
"CanESM5","DZA",-0.947786775547624,1.25284801099633
"CanESM5","ECU",3.18522951142256,1.04563491185777
"CanESM5","EGY",5.3254023088861,1.15278252168847
"CanESM5","ERI",6.49767779405239,1.14055133834776
"CanESM5","ESP",-2.36727401954259,1.17438977157746
"CanESM5","EST",-14.8629173211226,1.39022109265364
"CanESM5","ETH",5.35557982170497,0.940553159403083
"CanESM5","FIN",-16.9173641649762,1.43444479215265
"CanESM5","FJI",13.4936199150796,0.744315384801013
"CanESM5","FLK",-1.23872043587112,0.529495752816285
"CanESM5","FRA",-5.86961164392743,1.17669979205998
"CanESM5","GAB",12.1334695021372,0.87405268427804
"CanESM5","GBR",-5.34967571765122,1.03889710594806
"CanESM5","GEO",-11.857419445857,1.49539936087622
"CanESM5","GHA",12.5535108003493,0.963579256964404
"CanESM5","GIN",9.94101418385539,1.06746189833994
"CanESM5","GMB",13.2372895643067,0.953538388415432
"CanESM5","GNB",13.4784380618568,0.971779610532094
"CanESM5","GNQ",11.4371682607456,0.879461481862294
"CanESM5","GRC",-1.74832309180116,1.20166523750041
"CanESM5","GRL",-33.9542397850023,2.14518792658826
"CanESM5","GTM",2.37173867195928,1.21341233951026
"CanESM5","GUY",12.7911846523157,0.897033523885158
"CanESM5","HND",6.36403202510468,1.13959539722433
"CanESM5","HRV",-6.7219459495106,1.25927184364798
"CanESM5","HTI",12.448443133,0.85774494308781
"CanESM5","HUN",-8.29564869417667,1.28838153841048
"CanESM5","IDN",14.0289553129541,0.793135997764766
"CanESM5","IND",9.75120691528135,1.05324266978808
"CanESM5","IRL",-3.67027416186726,0.91816971963065
"CanESM5","IRN",-7.46068692672796,1.55063605686808
"CanESM5","IRQ",0.93210490022027,1.55044940416609
"CanESM5","ISL",-18.2282917894366,1.52257850795217
"CanESM5","ISR",3.76907776442216,1.11492799656074
"CanESM5","ITA",-3.53231876379761,1.17521956666243
"CanESM5","JAM",13.5333490011814,0.821545522291639
"CanESM5","JOR",1.09604281746995,1.18895512096626
"CanESM5","JPN",-1.92959011964104,1.11574565560129
"CanESM5","KAZ",-19.016874627392,1.71896009325112
"CanESM5","KEN",9.40801616126952,0.766348713189371
"CanESM5","KGZ",-20.2712942598217,1.81703148827498
"CanESM5","KHM",15.5140442978138,0.867015182586255
"CanESM5","KOR",-5.87639273015425,1.24485079365119
"CanESM5","KOS",-8.83652026110238,1.30886246835933
"CanESM5","KWT",4.72581211421394,1.43156585164323
"CanESM5","LAO",11.2922301849247,0.888146815688213
"CanESM5","LBN",0.0445909424375258,1.12043015874294
"CanESM5","LBR",12.2805379259209,0.888337284684985
"CanESM5","LBY",3.55148999627299,1.16418090977728
"CanESM5","LKA",13.9291814277421,0.812652702235806
"CanESM5","LSO",-6.38683861441081,1.27334290320687
"CanESM5","LTU",-12.7447101931366,1.3239654170744
"CanESM5","LUX",-8.4513841410986,1.19725434093131
"CanESM5","LVA",-13.1699527132728,1.333657725513
"CanESM5","MAR",1.19767909153653,1.14182804750255
"CanESM5","MDA",-10.2818848876441,1.36604405719701
"CanESM5","MDG",8.25035435518623,0.855042491083523
"CanESM5","MEX",3.31657444289715,1.08604336332332
"CanESM5","MKD",-8.26151649936258,1.29981837188084
"CanESM5","MLI",11.4407150947776,1.13340950958423
"CanESM5","MMR",12.530185955469,0.930210658754233
"CanESM5","MNE",-8.29539752683726,1.27954775801819
"CanESM5","MNG",-24.6748586662053,1.61330947127803
"CanESM5","MOZ",8.79770276575084,0.997751139747967
"CanESM5","MRT",11.1939176898235,1.19301492486909
"CanESM5","MWI",5.68077649534731,1.06486371994012
"CanESM5","MYS",14.5898016228961,0.815606012779978
